city,year,nslices,stdval,stdsat,meanval,meansat,huevec
Rome,2014,514312,0.2924321973078434,0.2636755746345333,0.5430031332465285,0.3299043954104856,0.266548320864_0.288159716281_0.0574923392804_0.0742603711366_0.0477258940099_0.200790570704_0.023341862527_0.0416809251972
Lima,2014,319055,0.2942801097418005,0.2705854900961799,0.543153603619661,0.3320549342518106,0.273488896899_0.239623262447_0.0709125385905_0.103690586263_0.0633621162495_0.179379730767_0.0236166178245_0.0459262509599
Bogota,2014,928405,0.29781173668666805,0.27479473378127184,0.5531869402457563,0.3233515365743818,0.284465292626_0.219738153069_0.0702021208417_0.111099143154_0.0587976152649_0.190594621959_0.0223921672115_0.0427108858742
Manila,2014,1012126,0.3007447044625883,0.26429236792312355,0.5679889131136514,0.3075032038129645,0.301436777634_0.235358048306_0.0596012749401_0.0867727931107_0.0573890997761_0.184071943612_0.0273651699492_0.0480048926715
Bucharest,2014,32211,0.2970721874024993,0.27740483359596185,0.517526246433545,0.3438192349598176,0.272484554966_0.254881872652_0.0653813914501_0.0854676973705_0.0574337959082_0.203595045171_0.0215764800844_0.0391791623979
Kampala,2014,38650,0.2916743637149391,0.2734747394623149,0.5300724146307122,0.3356569184120771,0.266183699871_0.238576972833_0.0671668822768_0.121448900388_0.0580595084088_0.193790426908_0.019275549806_0.0354980595084
Istanbul,2014,1301132,0.2943896872021869,0.2755403280132447,0.5274538771580952,0.33615710122585685,0.245230307148_0.24213607843_0.0669993513341_0.114742393547_0.0731401579548_0.199385611913_0.0207926636191_0.0375734360541
Vienna,2014,127508,0.2931724883297657,0.2651205661321612,0.5358741979661905,0.33139807076347133,0.260681682718_0.278907990087_0.0602393575305_0.0836731812906_0.0544828559777_0.199234557832_0.0222025284688_0.0405778460959
Moscow,2014,468516,0.2953504814612953,0.2578598019796465,0.541649910264298,0.3170503136938642,0.270285326435_0.270208488077_0.0547451954682_0.0702537373323_0.0505233545919_0.216338396127_0.0245477208889_0.043097781079
Mecca,2014,289938,0.3002765309440906,0.276583871614751,0.5681729992723452,0.3171090359453037,0.24173788879_0.237864646925_0.0934855037974_0.153287944319_0.0586090819417_0.162534748808_0.01760031455_0.0348798708689
Berlin,2014,277678,0.28827527793475666,0.2618742100853721,0.5089277048645375,0.33643712589585634,0.245619026354_0.279409964059_0.0614308659671_0.0797326399643_0.0548909168173_0.21393844669_0.0237829428331_0.0411951973149
Tel Aviv,2014,78529,0.2903734379013841,0.25572666734459004,0.5451055839562453,0.3190419111344942,0.271033630888_0.277095085892_0.0606400183372_0.0737689261292_0.0525538336156_0.201148620255_0.022463039132_0.0412968457513
Tokyo,2014,1696125,0.280464672244513,0.2503013289377177,0.5169762468763851,0.34754612520065853,0.231299579925_0.348545065959_0.0621740732552_0.0794304665045_0.042981501953_0.176277691797_0.0209530547572_0.0383385658486
London,2014,2655384,0.29182087804492524,0.26103936070133066,0.519506862344968,0.3414430584181944,0.271767096586_0.284373936124_0.0572647873151_0.0676135730275_0.0442523567213_0.197590254366_0.0280528164665_0.049085179394
Lisbon,2014,112968,0.2897632319536464,0.2625726924701617,0.5350677041125571,0.33591250426416747,0.260410027618_0.247131931166_0.0612120246441_0.0895828907301_0.0591406415976_0.21351179095_0.0243608809574_0.0446498123362
Taipei,2014,120005,0.2864706453024802,0.2585509197021634,0.5201660836806228,0.34650377908449576,0.24912295321_0.310878713387_0.0671388692138_0.0909212116162_0.0566309737094_0.165426440565_0.0216907628849_0.0381900754135
Brussels,2014,198386,0.29257237405302183,0.2676467066778509,0.5241544958534157,0.3406086402971581,0.261722097325_0.277690966096_0.0651558073654_0.0760537537931_0.0496254776043_0.198985815531_0.0269575474076_0.0438085348765
Asuncion,2014,295003,0.2905000103807266,0.271018717438751,0.522914881080962,0.33935477121856117,0.245505977905_0.243339898238_0.0769212516483_0.136707084335_0.0662874614834_0.177384636766_0.0175388046901_0.0363148849334
Luanda,2014,9263,0.3054078064257758,0.278085972908874,0.5973623220790906,0.2843061314353349,0.410666090899_0.208139911476_0.0536543236532_0.0749217316204_0.0364892583396_0.15135485264_0.0194321494116_0.0453416819605
Doha,2014,207675,0.2978355603229699,0.27209492813975245,0.5639668993027974,0.32301811187121104,0.272247502107_0.256005778259_0.0733838931022_0.0979752016372_0.0553990610329_0.182361863489_0.0216347658601_0.0409919345131
Guatemala City,2014,238183,0.2964479704953251,0.2692879331277777,0.5421195986233366,0.3232622216025335,0.274729934546_0.229558784632_0.0709034649828_0.116998274436_0.0607851945773_0.185311294257_0.0206941721282_0.0410188804407
Rio de Janeiro,2014,278011,0.2966354985657832,0.26221579612844303,0.538249486920993,0.3214646553759375,0.284272924453_0.238116477406_0.0614040451637_0.0878670268443_0.0557639805619_0.198952559431_0.0276032243329_0.046019761808
Beirut,2014,249359,0.3080655565228805,0.2792593307150474,0.5452244064811342,0.323032857281641,0.313158939521_0.233811492667_0.0663300703002_0.107142713918_0.0474175786717_0.17182856845_0.0201636997261_0.0401469367458
Minsk,2014,265444,0.29687603396912504,0.26168169660913576,0.5450817046315535,0.30407214697753493,0.277474721599_0.231521526198_0.0652830728892_0.0970185801902_0.0645785928482_0.202343997227_0.021318997604_0.040460511445
Prague,2014,96552,0.2882650193432594,0.2622642975497992,0.5219205433963422,0.34309575354555555,0.252174993786_0.298419504516_0.0544266302096_0.0793562018394_0.0497245007871_0.201746209297_0.0229202916563_0.0412316679095
Cairo,2014,259516,0.2996556473586628,0.2808163490004485,0.5550731975948114,0.3229322382404754,0.297919974106_0.229261394288_0.0764846868787_0.127976695079_0.0552721219501_0.161589266172_0.016646372478_0.0348494890488
Mumbai,2014,121293,0.29326291016843503,0.2740967900869314,0.5533615684893621,0.3350461099639786,0.28101374358_0.256288491504_0.0696165483581_0.10533996191_0.0560625922353_0.170793038345_0.0207184256305_0.0401671984368
Sydney,2014,342965,0.2960085267967064,0.25893948107995285,0.5100373584363981,0.34749662371708123,0.252040295657_0.268222704941_0.0570437216626_0.0715058387882_0.0517370577173_0.223235607132_0.0276413045063_0.048573469596
Phnom Penh,2014,38956,0.2923761127204515,0.26145685100842125,0.5310291859959895,0.3340803182501789,0.25528801725_0.246380531882_0.0603501386179_0.0981876989424_0.0558322209672_0.210083170757_0.0258753465448_0.0480028750385
Bangkok,2014,1176191,0.2973231025536728,0.257305094359468,0.5521785194533906,0.31193957670651146,0.25544405628_0.254741789386_0.0592293258493_0.0881251429402_0.0575059662929_0.218780793256_0.0241287341937_0.0420441918022
Helsinki,2014,119987,0.29002917890637125,0.2660139546180681,0.5243625898670135,0.338508099254741,0.257727920525_0.271137706585_0.0549642877978_0.0735329660713_0.054889279672_0.212414678257_0.0302449432022_0.0450882178903
Sofia,2014,33763,0.2819600372073955,0.2665833831513505,0.5131705963287084,0.3421386670072105,0.237686224565_0.265497734206_0.0702544205195_0.102952936647_0.06213902793_0.202707105411_0.022154429405_0.0366081213162
Stockholm,2014,334241,0.3009273786289978,0.2659615630726868,0.5290036663686818,0.3373708825544994,0.29321956313_0.279558761492_0.0491112700118_0.0590113121969_0.0456407203186_0.1996433711_0.0267860615544_0.0470289401958
